filename,urban,pred_wo_abstention,pred_with_abstention
image5937.npz,False,-1,-1
image5513.npz,False,-1,0
image479.npz,True,-1,0
image8200.npz,False,-1,-1
image11474.npz,False,-1,-1
image4691.npz,False,-1,-1
image7465.npz,False,-1,0
image10549.npz,False,-1,-1
image8110.npz,False,-1,0
image17019.npz,False,-1,0
image2737.npz,False,-1,-1
image12589.npz,False,-1,-1
image15551.npz,False,-1,0
image2609.npz,False,-1,0
image5800.npz,False,1,0
image5235.npz,False,1,1
image9264.npz,False,1,0
image5012.npz,False,-1,-1
image17397.npz,False,-1,0
image7987.npz,False,-1,0
image17789.npz,False,-1,0
image10025.npz,False,-1,-1
image13282.npz,False,-1,0
image314.npz,False,-1,0
image14309.npz,False,-1,-1
image695.npz,False,-1,0
image14162.npz,False,-1,0
image7408.npz,False,-1,-1
image17545.npz,False,-1,-1
image2538.npz,False,-1,-1
image8391.npz,False,-1,-1
image1880.npz,False,-1,-1
image14751.npz,False,-1,-1
image1756.npz,False,-1,-1
image14361.npz,False,-1,-1
image19265.npz,False,-1,-1
image2487.npz,False,-1,-1
image19316.npz,False,-1,-1
image4841.npz,False,-1,-1
image14529.npz,False,-1,-1
image6447.npz,False,-1,-1
image14156.npz,False,-1,0
image10722.npz,False,-1,-1
image10383.npz,False,-1,-1
image3369.npz,False,-1,-1
image16295.npz,False,-1,-1
image6262.npz,False,-1,-1
image16698.npz,False,-1,-1
image6182.npz,False,-1,0
image15617.npz,False,-1,0
image18238.npz,False,-1,0
image15957.npz,False,-1,0
image7737.npz,True,-1,0
image8876.npz,True,-1,0
image14163.npz,True,-1,-1
image16779.npz,True,-1,0
image16484.npz,True,-1,-1
image4734.npz,True,-1,0
image15085.npz,True,-1,0
image3586.npz,True,-1,0
image3008.npz,True,-1,0
image12302.npz,True,-1,0
image4468.npz,True,-1,-1
image14381.npz,True,-1,0
image1308.npz,True,-1,0
image12062.npz,False,1,0
image6006.npz,True,-1,0
image5363.npz,True,-1,0
image2155.npz,True,-1,0
image6690.npz,True,-1,0
image18821.npz,True,-1,0
image256.npz,True,-1,0
image14984.npz,True,-1,-1
image4263.npz,True,-1,-1
image15956.npz,True,-1,-1
image3046.npz,True,-1,0
image11238.npz,False,-1,0
image6934.npz,False,-1,0
image15537.npz,True,1,0
image11401.npz,True,-1,0
image736.npz,True,-1,0
image8760.npz,True,-1,0
image12468.npz,True,-1,-1
image3274.npz,True,-1,-1
image8706.npz,True,-1,-1
image8909.npz,True,-1,-1
image6538.npz,True,-1,-1
image632.npz,True,-1,-1
image14501.npz,True,-1,-1
image17665.npz,True,1,0
image9477.npz,True,-1,-1
image13807.npz,True,-1,-1
image15976.npz,False,-1,0
image16971.npz,False,-1,0
image14125.npz,False,-1,0
image18023.npz,False,-1,0
image7439.npz,False,1,0
image8343.npz,False,-1,0
image5899.npz,False,1,0
image1211.npz,True,-1,-1
image12222.npz,False,1,0
image18694.npz,False,-1,-1
image3865.npz,False,-1,0
image5705.npz,False,-1,0
image5672.npz,False,-1,0
image10011.npz,True,-1,0
image7743.npz,False,-1,0
image6550.npz,True,-1,0
image14182.npz,False,-1,0
image3973.npz,True,-1,-1
image4151.npz,False,-1,0
image1878.npz,False,1,0
image823.npz,False,-1,-1
image1221.npz,False,-1,0
image3993.npz,False,-1,0
image7611.npz,True,-1,-1
image4987.npz,False,-1,-1
image5699.npz,False,-1,-1
image4477.npz,False,-1,-1
image1224.npz,False,-1,-1
image12869.npz,False,-1,-1
image8663.npz,False,-1,-1
image18146.npz,False,1,0
image3415.npz,False,-1,-1
image7892.npz,False,-1,0
image4461.npz,False,-1,-1
image7260.npz,False,-1,0
image2207.npz,False,-1,-1
image18774.npz,True,-1,0
image18606.npz,False,-1,0
image9610.npz,False,-1,0
image17385.npz,False,-1,-1
image11464.npz,True,-1,-1
image12971.npz,False,-1,0
image14034.npz,False,-1,0
image1988.npz,False,-1,0
image14787.npz,False,1,0
image7104.npz,False,-1,-1
image5719.npz,False,-1,0
image9091.npz,True,-1,0
image15831.npz,True,-1,-1
image8820.npz,False,-1,0
image17490.npz,False,-1,0
image9754.npz,False,-1,-1
image7926.npz,False,-1,0
image16379.npz,False,-1,0
image2064.npz,False,-1,-1
image2675.npz,False,-1,0
image9116.npz,False,-1,-1
image17760.npz,False,-1,0
image5772.npz,True,1,0
image9957.npz,False,-1,-1
image8008.npz,False,-1,-1
image2717.npz,False,-1,-1
image14090.npz,False,-1,0
image9261.npz,True,-1,0
image1129.npz,True,-1,0
image9697.npz,False,1,0
image10419.npz,False,-1,0
image17180.npz,False,-1,-1
image13384.npz,True,-1,0
image2598.npz,False,-1,0
image7324.npz,False,-1,0
image12968.npz,False,-1,0
image16378.npz,True,-1,0
image18281.npz,False,-1,0
image12687.npz,True,-1,0
image601.npz,False,1,0
image7062.npz,False,-1,-1
image2412.npz,False,-1,0
image13727.npz,False,-1,0
image14926.npz,False,-1,0
image33.npz,True,-1,0
image16772.npz,False,1,0
image8593.npz,True,-1,-1
image17750.npz,False,-1,0
image16392.npz,False,-1,0
image5526.npz,True,-1,-1
image19177.npz,False,-1,0
image16701.npz,False,-1,0
image4536.npz,False,-1,0
image4324.npz,False,-1,0
image6493.npz,False,1,0
image3320.npz,False,-1,0
image16203.npz,False,-1,0
image3818.npz,False,-1,0
image15939.npz,False,1,1
image13467.npz,True,-1,0
image4025.npz,False,-1,0
image9939.npz,True,-1,0
image15044.npz,False,1,0
image3854.npz,False,-1,0
image9159.npz,False,-1,0
image15817.npz,False,-1,0
image7481.npz,False,-1,0
image648.npz,False,-1,-1
image447.npz,False,-1,0
image14439.npz,False,-1,0
image15613.npz,False,-1,0
image12818.npz,False,-1,-1
image16523.npz,False,-1,-1
image18132.npz,False,-1,0
image982.npz,False,-1,0
image8623.npz,False,-1,0
image1676.npz,False,-1,0
image12467.npz,True,1,0
image13557.npz,False,-1,0
image15428.npz,False,-1,0
image12300.npz,False,-1,0
image13344.npz,True,1,0
image5895.npz,False,-1,0
image8177.npz,False,1,0
image5700.npz,False,1,0
image1402.npz,False,-1,0
image5603.npz,False,-1,0
image14127.npz,False,-1,-1
image2196.npz,False,-1,0
image16037.npz,False,1,0
image16429.npz,False,-1,0
image13864.npz,False,1,1
image9916.npz,True,1,1
image5356.npz,False,1,0
image3411.npz,False,1,0
image11129.npz,False,-1,0
image13413.npz,True,-1,-1
image16706.npz,True,-1,-1
image13598.npz,True,-1,-1
image12001.npz,True,-1,0
image1627.npz,True,-1,0
image12249.npz,True,-1,-1
image15558.npz,True,-1,0
image8486.npz,True,-1,0
image639.npz,True,-1,-1
image12736.npz,False,1,0
image4130.npz,True,1,0
image3784.npz,True,1,0
image11482.npz,True,1,0
image11438.npz,True,-1,0
image276.npz,True,-1,0
image19576.npz,True,-1,0
image696.npz,True,-1,0
image11927.npz,True,-1,0
image7494.npz,True,-1,0
image18409.npz,True,-1,-1
image2197.npz,False,-1,0
image16317.npz,True,-1,0
image3184.npz,True,-1,0
image18251.npz,True,-1,0
image12176.npz,True,1,0
image15486.npz,True,1,0
image4603.npz,True,1,0
image15430.npz,True,1,0
image6675.npz,True,-1,0
image15151.npz,True,-1,0
image11010.npz,True,1,0
image16657.npz,False,-1,0
image3381.npz,True,1,0
image8228.npz,True,-1,0
image9149.npz,True,-1,0
image14985.npz,True,1,0
image11981.npz,True,1,0
image13152.npz,True,-1,0
image14489.npz,True,-1,0
image6958.npz,True,-1,0
image7223.npz,True,-1,0
image8983.npz,True,-1,0
image2247.npz,True,-1,0
image13970.npz,True,-1,0
image11173.npz,True,1,0
image9943.npz,True,-1,0
image19255.npz,True,-1,0
image13456.npz,True,-1,0
image15481.npz,True,-1,0
image2338.npz,True,-1,0
image13149.npz,True,-1,0
image15147.npz,True,-1,0
image272.npz,True,-1,0
image10283.npz,True,-1,0
image4909.npz,True,-1,-1
image457.npz,True,-1,-1
image6866.npz,True,-1,0
image3224.npz,True,-1,0
image14511.npz,True,-1,-1
image7799.npz,True,-1,-1
image283.npz,True,-1,0
image6584.npz,True,-1,-1
image18940.npz,False,1,0
image18372.npz,True,-1,0
image11901.npz,True,-1,0
image15113.npz,False,1,0
image3394.npz,True,-1,-1
image2628.npz,False,1,0
image18164.npz,False,1,0
image13201.npz,True,1,0
image4509.npz,False,1,0
image4888.npz,False,1,1
image9174.npz,False,1,0
image16011.npz,False,1,1
image13069.npz,False,-1,0
image17118.npz,False,-1,-1
image6924.npz,True,-1,-1
image326.npz,False,-1,0
image16132.npz,False,-1,-1
image19468.npz,False,1,1
image12155.npz,True,-1,0
image4638.npz,False,1,1
image6766.npz,False,1,0
image3436.npz,False,1,0
image2074.npz,False,1,0
image697.npz,False,1,0
image17020.npz,False,-1,0
image2356.npz,True,-1,-1
image4127.npz,True,-1,0
image4320.npz,False,1,0
image17532.npz,False,1,0
image13434.npz,False,1,0
image17144.npz,False,1,0
image1750.npz,False,1,1
image13059.npz,False,1,0
image17580.npz,False,1,0
image16146.npz,False,1,1
image8672.npz,False,1,1
image6802.npz,True,-1,-1
image3371.npz,False,1,0
image14179.npz,False,1,0
image18343.npz,False,1,0
image2516.npz,False,1,0
image10168.npz,True,1,1
image7197.npz,False,1,0
image19190.npz,True,1,0
image6951.npz,False,1,0
image8395.npz,False,1,0
image16493.npz,False,1,1
image10669.npz,True,-1,-1
image12990.npz,False,1,0
image13376.npz,False,1,0
image13803.npz,True,1,1
image10932.npz,False,1,1
image8607.npz,True,-1,0
image15973.npz,True,1,0
image10653.npz,False,1,1
image11812.npz,False,1,0
image13612.npz,False,1,0
image5112.npz,False,1,0
image7604.npz,True,-1,-1
image3373.npz,False,1,0
image1282.npz,False,1,0
image17852.npz,False,1,0
image12731.npz,False,1,1
image661.npz,False,1,0
image17773.npz,False,-1,0
image16985.npz,False,-1,0
image11690.npz,False,1,0
image14750.npz,False,1,1
image12496.npz,False,1,0
image12113.npz,True,-1,0
image12370.npz,True,1,0
image6564.npz,False,1,0
image10811.npz,False,1,0
image5959.npz,False,1,0
image7156.npz,False,1,0
image15129.npz,False,-1,0
image10207.npz,False,1,1
image13826.npz,False,-1,0
image17152.npz,False,1,1
image16185.npz,False,1,0
image19263.npz,True,-1,-1
image4208.npz,False,1,1
image4700.npz,False,1,0
image5400.npz,True,1,0
image2869.npz,True,1,0
image15271.npz,False,1,1
image13300.npz,False,-1,0
image10374.npz,False,-1,0
image5253.npz,True,-1,0
image1060.npz,False,-1,0
image7971.npz,False,-1,-1
image4028.npz,True,-1,-1
image323.npz,True,-1,-1
image1401.npz,False,-1,0
image3191.npz,False,-1,0
image14627.npz,False,-1,0
image12895.npz,True,-1,0
image15002.npz,False,1,0
image5229.npz,False,1,0
image17345.npz,False,1,0
image15160.npz,False,1,0
image14592.npz,False,1,0
image2981.npz,True,-1,-1
image2010.npz,True,-1,0
image13385.npz,False,-1,0
image15405.npz,False,-1,-1
image8238.npz,True,-1,-1
image19558.npz,False,1,0
image9831.npz,False,1,0
image17991.npz,False,-1,0
image16618.npz,False,-1,-1
image8923.npz,False,-1,0
image10013.npz,False,-1,0
image5377.npz,True,-1,-1
image13238.npz,True,-1,0
image16861.npz,False,-1,0
image9171.npz,False,1,0
image2762.npz,False,-1,0
image9940.npz,False,-1,-1
image10914.npz,True,-1,0
image11881.npz,False,1,0
image4279.npz,True,-1,0
image1909.npz,True,-1,0
image5366.npz,True,-1,0
image1150.npz,False,-1,0
image12588.npz,True,-1,-1
image17254.npz,True,-1,0
image3275.npz,False,1,0
image5809.npz,False,-1,0
image6542.npz,False,-1,0
image14526.npz,False,1,0
image10577.npz,False,1,0
image14402.npz,False,1,0
image15587.npz,False,-1,0
image10859.npz,False,-1,0
image3753.npz,False,-1,0
image5635.npz,True,-1,-1
image1882.npz,False,1,0
image8137.npz,True,-1,0
image1706.npz,False,1,0
image3678.npz,False,-1,0
image18695.npz,False,-1,-1
image1876.npz,False,-1,0
image15194.npz,False,1,0
image4875.npz,False,-1,0
image5880.npz,False,-1,0
image18894.npz,False,-1,0
image5144.npz,True,-1,-1
image1280.npz,True,-1,0
image13909.npz,True,-1,0
image11945.npz,False,-1,0
image14639.npz,False,1,0
image7761.npz,False,1,0
image365.npz,False,-1,0
image2752.npz,True,-1,-1
image5458.npz,False,-1,0
image4850.npz,False,-1,-1
image5414.npz,False,-1,0
image7557.npz,True,-1,-1
image11119.npz,False,1,0
image12938.npz,False,-1,0
image8510.npz,False,1,0
image15491.npz,False,-1,0
image16458.npz,False,-1,0
image4043.npz,False,1,1
image6475.npz,False,1,0
image1649.npz,False,1,0
image7802.npz,True,1,0
image9705.npz,False,1,0
image15522.npz,True,-1,-1
image14216.npz,True,1,0
image3421.npz,False,1,0
image17710.npz,False,1,1
image4518.npz,False,1,1
image15738.npz,False,1,1
image8073.npz,False,1,0
image14914.npz,False,-1,-1
image16470.npz,False,1,0
image16756.npz,False,1,0
image6773.npz,False,1,0
image700.npz,True,-1,-1
image5345.npz,True,1,0
image13315.npz,False,-1,0
image12658.npz,False,1,0
image4352.npz,True,-1,0
image8360.npz,False,-1,0
image16130.npz,False,-1,0
image16921.npz,False,1,0
image10970.npz,False,1,0
image11675.npz,False,1,1
image19299.npz,False,1,1
image13102.npz,True,-1,-1
image12937.npz,False,1,0
image17420.npz,True,1,0
image7098.npz,False,1,0
image810.npz,False,1,0
image7565.npz,False,1,1
image16161.npz,False,-1,-1
image11736.npz,False,-1,0
image1779.npz,False,1,0
image13831.npz,False,1,1
image4278.npz,False,-1,0
image14917.npz,True,-1,-1
image7785.npz,False,1,0
image14630.npz,False,-1,0
image8492.npz,False,1,1
image2366.npz,False,-1,0
